               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.020792,           0.0080893,           0.0035245,             0.99808,             0.99926,             0.99496,             0.86258,           0.0095751,           0.0034522,          0.00078252,           0.0064356,           0.0064356,           0.0064356
                 132,            0.019098,           0.0074316,           0.0034207,              0.9975,                   1,             0.99498,             0.86407,           0.0094772,           0.0034993,          0.00075935,           0.0063895,           0.0063895,           0.0063895
                 133,            0.019868,           0.0075468,           0.0035392,             0.99679,             0.99881,             0.99493,             0.86463,           0.0095396,            0.003535,          0.00084511,           0.0063432,           0.0063432,           0.0063432
                 134,            0.020339,           0.0080754,           0.0031285,             0.99792,             0.99985,             0.99498,             0.86325,           0.0093287,           0.0034594,          0.00073898,           0.0062969,           0.0062969,           0.0062969
                 135,            0.018983,           0.0075941,           0.0029218,             0.99798,             0.99858,             0.99496,             0.85517,           0.0096968,           0.0035343,          0.00077501,           0.0062505,           0.0062505,           0.0062505
                 136,            0.018606,           0.0076374,            0.003427,             0.99813,                   1,               0.995,             0.87177,           0.0094667,           0.0034132,          0.00068948,            0.006204,            0.006204,            0.006204
                 137,            0.019392,           0.0075408,           0.0027267,             0.99913,             0.99999,               0.995,             0.87074,           0.0092153,           0.0032705,          0.00070627,           0.0061574,           0.0061574,           0.0061574
                 138,            0.019167,           0.0074716,           0.0032917,             0.99978,              0.9969,               0.995,             0.86368,           0.0099765,           0.0035064,          0.00079917,           0.0061107,           0.0061107,           0.0061107
                 139,            0.019011,           0.0076033,           0.0037415,             0.99913,             0.99945,               0.995,             0.87379,           0.0087087,           0.0032928,          0.00075681,            0.006064,            0.006064,            0.006064
                 140,            0.019383,           0.0078363,           0.0032017,             0.99947,                   1,               0.995,             0.87017,           0.0088015,            0.003325,           0.0007117,           0.0060172,           0.0060172,           0.0060172
                 141,            0.018794,           0.0074401,           0.0029423,             0.99988,                   1,               0.995,             0.87567,           0.0090953,            0.003223,          0.00069945,           0.0059704,           0.0059704,           0.0059704
                 142,            0.018829,           0.0076034,           0.0029197,             0.99965,                   1,               0.995,             0.87696,           0.0087253,           0.0031885,          0.00072386,           0.0059235,           0.0059235,           0.0059235
                 143,             0.01771,           0.0075988,           0.0030252,             0.99918,                   1,               0.995,             0.86776,           0.0095163,           0.0033573,          0.00068847,           0.0058766,           0.0058766,           0.0058766
                 144,            0.018123,           0.0075377,           0.0026279,             0.99774,                   1,               0.995,             0.87595,           0.0092461,           0.0033086,          0.00066614,           0.0058296,           0.0058296,           0.0058296
                 145,            0.018291,           0.0070684,           0.0032219,             0.99851,                   1,               0.995,             0.87225,           0.0087835,           0.0032595,          0.00063835,           0.0057826,           0.0057826,           0.0057826
                 146,            0.018922,           0.0078273,           0.0025873,             0.99996,             0.99834,               0.995,              0.8731,           0.0089827,            0.003275,          0.00064739,           0.0057355,           0.0057355,           0.0057355
                 147,            0.018035,           0.0076077,           0.0026378,             0.99725,                   1,             0.99498,             0.87952,           0.0086444,           0.0032854,          0.00065807,           0.0056884,           0.0056884,           0.0056884
                 148,            0.017625,           0.0074415,           0.0029883,             0.99947,             0.99901,               0.995,             0.87806,           0.0086902,           0.0032529,          0.00062439,           0.0056413,           0.0056413,           0.0056413
                 149,            0.018797,           0.0075136,           0.0032953,             0.99786,                   1,               0.995,             0.87012,           0.0089162,           0.0032872,          0.00063825,           0.0055942,           0.0055942,           0.0055942
